"Patch","Lat","Lon","AREA","Road","X","Y"
"4906",NA,NA,NA,0,NA,NA
"4907",60.04,20.48,1639.738689,1,137.20152281,6673.2568208
"4908",60.03,20.48,102.2363313,1,137.09035475,6673.1975746
"4909",60.03,20.48,866.0383821,1,136.85560707,6673.1493343
"4910",60.03,20.47,4458.3578,1,136.67847462,6673.0675126
"4911",60.03,20.48,161.0292742,0,136.94195612,6672.7203811
"4912",NA,NA,NA,0,NA,NA
"4913",NA,NA,92.80409042,1,136.17845076,6672.2421365
"4914",NA,NA,153.5781372,1,136.27813447,6672.2279894
"4915",60.05,20.46,263.5965876,1,136.2939911,6674.6564098
"4916",60.05,20.46,310.8060641,1,136.05973459,6674.7248655
"4917",60.03,20.4,470.6702125,0,132.53076551,6673.5281002
"4918",60.03,20.4,285.0722839,0,132.76650329,6673.6058031
"4919",60.03,20.39,602.6748988,0,132.01030056,6673.3543066
"4920",60.03,20.39,2511.316793,1,132.0799071,6673.2730504
"4921",60.03,20.39,985.7849966,1,132.11128272,6673.4140859
"4922",60.03,20.39,4546.92056,1,131.77422407,6673.1632399
"4923",60.03,20.39,1419.94672,0,131.75572309,6672.9303912
"4924",60.03,20.39,620.2393612,1,131.79339973,6673.0906668
"4925",60.03,20.39,1280.838989,1,131.87678974,6672.9591883
"4926",60.03,20.39,2170.516189,1,132.17800316,6673.127118
"4927",60.03,20.41,1845.849445,1,133.17700397,6672.8172007
"4928",60.03,20.43,1917.297721,0,134.26854991,6673.1028468
"4929",60.03,20.43,308.9232528,1,134.42888359,6672.8220416
"4930",60.03,20.44,136.6127637,1,134.55939752,6672.6604421
"4931",60.03,20.44,31.8027096,1,134.93202076,6672.6991115
"4932",60.03,20.43,383.8247167,0,134.39504767,6673.1013074
"4933",NA,NA,2128.681996,1,135.08349635,6674.589948
"4934",NA,NA,632.6467993,1,135.47487587,6674.2852784
"4935",NA,NA,9349.826986,1,135.43177428,6673.8249991
"4936",NA,NA,30212.84063,0,135.56525746,6674.0913739
"4937",NA,NA,196.7526007,1,135.68320651,6674.3456892
"4938",NA,NA,7452.841095,1,135.79166181,6674.3764061
"4939",NA,NA,591.2919596,1,131.54031122,6669.297841
"4940",NA,NA,NA,0,NA,NA
"4941",NA,NA,235.1893255,1,131.5415936,6669.7354572
"4942",NA,NA,NA,0,NA,NA
"4943",NA,NA,NA,0,NA,NA
"4944",NA,NA,62.59788619,1,132.24350096,6671.2631872
"4945",NA,NA,22713.52891,1,132.99722762,6670.6425095
"4946",NA,NA,48.87926047,1,132.73989633,6670.1783434
"4947",NA,NA,70.90733229,0,132.58752551,6670.0774186
"4948",NA,NA,1731.294238,1,133.05817626,6670.3150156
"4949",NA,NA,NA,0,NA,NA
"4950",NA,NA,NA,0,NA,NA
"4951",NA,NA,NA,0,NA,NA
"4952",NA,NA,NA,0,NA,NA
"4953",NA,NA,NA,0,NA,NA
"4954",NA,NA,NA,0,NA,NA
"4955",NA,NA,NA,0,NA,NA
"4956",NA,NA,NA,0,NA,NA
"4957",NA,NA,NA,0,NA,NA
"4958",NA,NA,NA,0,NA,NA
"4959",NA,NA,NA,0,NA,NA
"4960",NA,NA,NA,0,NA,NA
"4961",NA,NA,NA,0,NA,NA
"4962",NA,NA,NA,0,NA,NA
"4963",NA,NA,NA,0,NA,NA
"4964",NA,NA,NA,0,NA,NA
"4965",NA,NA,NA,0,NA,NA
"4966",NA,NA,NA,0,NA,NA
"4967",NA,NA,NA,0,NA,NA
"4968",NA,NA,NA,0,NA,NA
"4969",NA,NA,NA,0,NA,NA
"4970",NA,NA,NA,0,NA,NA
"4971",NA,NA,NA,0,NA,NA
"4972",NA,NA,NA,0,NA,NA
"4973",NA,NA,NA,0,NA,NA
"4993",NA,NA,740.4033711,0,NA,NA
"4997",59.95,20.99,4014.584489,0,NA,NA
"5000",60.29,20.14,108.6654478,1,121.09795357,6702.9583063
"5003",60.22,20.17,2431.979599,0,122.19399073,6695.4678286
"5014",60.34,19.96,1439.798709,0,112.16971762,6710.3860394
"5015",60.35,19.97,210.366492,0,NA,NA
"5016",60.35,19.97,158.9935667,0,112.70347786,6711.4246487
"5018",60.35,20,1245.667699,1,113.89162251,6710.6611919
"5019",60.12,20.67,441.946628,0,148.53523019,6682.0229154
"5020",NA,NA,NA,0,NA,NA
"5021",NA,NA,1928.475843,0,NA,NA
"5022",60.25,19.87,686.9929597,0,105.86776906,6700.4440947
"5023",60.24,19.86,66.02566112,0,105.40413707,6699.8107372
"5025",60.24,19.84,251.8489639,0,103.76796711,6699.3455149
"5026",60.27,19.83,651.6259596,1,103.55126766,6702.5785145
"5028",60.23,19.86,593.7383204,0,104.82568499,6698.7675589
"5029",60.27,20.04,40.5380425,1,115.455129,6702.0882929
"5030",60.33,19.78,1305.420681,0,101.58181839,6709.6438848
"5100",60.17,20.34,229.2712258,1,130.91454163,6689.3835327
"5102",60.23,19.78,1177.062567,1,100.63754843,6698.5017513
"5103",60.25,19.74,1019.053769,1,98.725830653,6701.7812586
"5105",60.3,19.78,170.5557241,0,101.45812622,6707.1183596
"5107",60.23,19.68,377.8445128,1,95.242131398,6699.6020904
"5108",60.3,19.77,3141.356293,1,100.93826665,6706.8044063
"5109",60.3,19.77,106.1733417,1,101.10418304,6706.8477618
"5110",60.19,19.8,1453.674828,0,101.17501159,6693.9621954
"5111",60.19,19.83,159.3625229,0,102.81377318,6693.8720098
"5112",60.19,19.83,349.1986024,0,102.80303584,6694.0643465
"5113",60.19,19.83,139.2344944,0,102.87773885,6693.714824
"5114",60.18,19.82,550.3517363,0,102.49658817,6693.4596047
"5202",60.27,20.05,23.95236891,1,NA,NA
"5203",60.27,20.05,53.79117921,0,115.91434218,6701.2820675
"5206",60.27,20.09,422.5637878,1,118.12915078,6701.6731252
"5207",60.28,20.09,137.6830048,1,118.16944218,6702.9363395
"5209",60.16,20.01,2170.399352,0,112.32622845,6689.3661099
"5210",60.19,19.78,69.76592618,0,NA,NA
"5501",NA,NA,NA,0,NA,NA
"5502",NA,NA,NA,0,NA,NA
"5504",60.3,19.61,808.0059457,0,92.132757467,6707.5358883
"5505",60.3,19.61,1822.066154,0,92.127898532,6707.7415038
"5506",NA,NA,NA,0,NA,NA
"5507",60.3,19.61,517.75456,0,92.155382439,6708.2549971
"5508",60.31,19.61,2806.538873,0,92.154747681,6708.4180681
"5509",60.31,19.6,3621.150501,0,91.919861859,6708.5809495
"5510",NA,NA,NA,0,NA,NA
"5512",60.29,19.6,1470.323145,0,91.5600655,6706.7592
"5513",60.21,19.62,3680.354458,0,91.556509386,6697.6322254
"5515",60.29,19.61,158.2438354,0,92.126921799,6706.3745229
"5518",60.25,19.7,709.5903497,0,96.331947342,6702.0406423
"5519",60.27,19.68,477.6318474,0,95.576855134,6704.3690607
"5520",60.35,19.84,2379.293175,0,105.35995059,6711.3857121
"5521",NA,NA,505.1196273,0,NA,NA
"5523",60.3,19.84,105.1023602,0,104.82874774,6706.3381851
"5524",60.3,20.12,1467.209728,0,120.09426458,6704.2906048
"5526",60.22,20.2,4542.883982,0,123.70351151,6694.9481702
"5528",NA,NA,NA,0,NA,NA
"5529",60.15,19.99,340.7467465,0,111.39132701,6689.2252682
"5530",60.19,19.93,225.0589078,0,108.44937533,6693.4088851
"5533",60.2,19.96,1699.323667,0,110.35848136,6694.2726528
"5534",NA,NA,NA,0,NA,NA
"5535",60.14,20.24,104.0335271,0,124.95846244,6685.7339957
"5536",60.14,20.23,613.9701107,0,124.31855925,6686.6514139
"5537",NA,NA,NA,0,143.51374052,6679.503817
"5538",60.05,20.48,490.093436,0,137.48715662,6674.3025208
"5539",60.05,20.49,982.0536433,0,137.54815142,6674.5636101
"5541",60.09,20.53,816.0951641,0,140.34522315,6679.3344858
"5544",NA,NA,NA,0,140.37503158,6673.4362356
"5545",NA,NA,NA,0,NA,NA
"5546",60.15,20.67,2335.719104,0,148.58830424,6684.5180844
"5547",60.26,20.37,540.1673735,0,133.63920019,6698.3538559
"5548",NA,NA,NA,0,134.75716417,6697.07672
"5549",60.08,20.03,196.7658788,0,112.53382784,6681.29497
"5550",NA,NA,NA,0,NA,NA
"5551",NA,NA,NA,0,NA,NA
"5552",60.08,20,59.67183925,0,NA,NA
"5553",60.08,20.06,3414.242441,0,114.15399316,6681.0351988
"5556",60.03,20.17,345.9027557,0,119.75195544,6673.9867339
"5557",60.05,20.08,2405.154922,0,115.24826241,6677.378995
"5559",60.07,20.08,106.3531345,0,115.13247077,6679.1247082
"5560",NA,NA,NA,0,NA,NA
"7000",60.23,19.59,425.5413406,0,90.25242821,6700.2712972
"7002",60.34,19.94,160.658655,0,110.87579039,6709.6820995
"7006",60.36,19.79,1415.023986,0,102.9294247,6712.6929271
"7007",60.35,19.8,446.3660767,0,103.14748109,6712.1921195
"7008",60.35,19.8,281.7566169,0,103.16369444,6712.2324012
"7009",60.37,19.79,285.254952,0,102.70666288,6714.600473
"7010",60.37,19.85,130.7390571,0,106.04573304,6714.1574879
"7011",60.36,19.84,266.6737991,0,105.37377564,6713.0413369
"7012",60.36,19.85,283.9704768,0,105.85801565,6713.3475542
"7013",60.36,19.85,2033.807236,0,105.99703444,6713.4105341
"7014",60.36,19.85,150.8798138,0,NA,NA
"7017",60.37,19.89,1369.928471,0,108.3681583,6713.4112888
"7018",60.36,19.88,904.3346145,0,107.72536166,6713.2024435
"7019",60.37,19.88,148.4102624,0,107.92804448,6713.2802685
"7020",60.37,19.89,933.5565003,0,108.27924736,6713.426766
"7021",60.33,19.87,1452.405314,0,106.54493235,6709.6667218
"7022",60.33,19.86,97.16331984,0,106.50620137,6709.5838998
"7023",60.33,19.84,7116.452146,0,105.24428477,6709.4597876
"7024",60.35,19.85,723.3613584,0,105.71920251,6711.9458838
"7025",60.4,19.78,103.9906296,0,NA,NA
"7026",60.4,19.8,1280.808812,0,103.7027912,6717.2421567
"7027",60.37,19.82,13209.7196,0,104.6669055,6714.2583072
"7028",60.38,19.81,953.4568044,0,104.14150933,6715.6587937
"7029",60.05,20.5,151.6409084,0,138.51026812,6675.0917548
"7030",60.06,20.49,615.7788897,0,138.19884643,6675.8618688
"7031",60.06,20.5,1007.108012,0,138.25887252,6675.880736
"7032",60.06,20.49,122.5024394,0,138.1543026,6675.7646783
"7033",60.06,20.5,163.0912427,0,NA,NA
"7034",60.06,20.5,361.8904934,0,138.39651489,6675.4574998
"7035",60.05,20.51,147.6169545,0,138.72008986,6675.1204713
"7036",60.05,20.51,5317.455802,0,138.6987385,6675.0134
"7037",60.05,20.51,162.5924064,0,138.83155637,6675.0700172
"7038",60.06,20.52,331.1605924,0,139.39483103,6675.644751
"7039",60.05,20.51,643.7862007,0,138.88706356,6675.1193563
"7040",60.03,20.4,1667.491515,0,132.58241597,6673.5065469
"7041",60.03,20.39,81.42385694,0,132.24162831,6673.4773329
"7042",60.03,20.39,317.0728285,0,132.06715765,6673.4282874
"7043",60.03,20.39,794.080454,0,132.04998527,6673.2042654
"7044",NA,NA,742.7946261,0,132.43236226,6671.3168184
"7045",60.1,20.53,628.2966139,0,140.62946136,6680.1060247
"7046",NA,NA,121.0859609,0,139.98532793,6676.2706451
"7047",NA,NA,67.578884,0,NA,NA
"7050",60.09,20.55,65.43956731,0,141.80118071,6679.4466358
"7051",60.09,20.55,208.8901781,0,141.85225131,6679.4701265
"7054",60.09,20.52,335.9369778,0,NA,NA
"7055",60.09,20.52,68.40407376,0,140.13299,6679.2787836
"7057",60.09,20.52,424.6762856,0,139.87716271,6679.1094661
"7058",NA,NA,NA,0,NA,NA
"7059",60.09,20.54,312.5100599,0,140.92055336,6679.1287471
"7060",60.09,20.54,70.22350585,0,140.83908479,6679.1381061
"7064",60.11,19.93,3072.596207,0,107.32831347,6684.5690862
"7065",60.11,20.52,270.5936382,0,140.08205695,6681.0284304
"7100",60.32,19.95,361.4025904,0,110.85782098,6708.3487467
"7101",60.18,19.96,663.1613189,0,109.87621565,6692.6745407
"7103",60.05,19.97,166.9022335,0,109.05437607,6678.137825
"7107",60.25,19.82,93.49462678,0,102.8407306,6701.2048829
"7110",60.26,19.97,89.45787342,0,NA,NA
"7112",60.3,19.89,3784.877773,0,107.33895447,6706.1612256
"7114",60.3,20.38,55.04023466,0,134.68099458,6703.445269
"7115",60.27,20.4,290.0291312,0,135.56213455,6700.156892
"7116",60.25,20.35,69.66324771,0,132.41629197,6697.4327313
"7117",60.25,20.35,6.323112469,0,132.18841259,6697.5766089
"7118",60.25,20.35,115.2242296,0,132.3206488,6697.3197007
"7119",60.24,20.33,359.9915139,0,131.20073212,6696.7045975
"7123",60.25,20.76,63.41072986,0,154.75603844,6695.8884199
"7125",60.26,20.78,531.328049,0,156.03106564,6696.043122
"7126",60.23,20.74,56.56741401,0,NA,NA
"7127",60.25,20.8,17.28575844,0,157.04153811,6694.9014705
"7129",60.2,20.7,673.3018699,0,150.88989188,6690.5065844
"7130",60.2,20.69,106.9716774,0,150.54893569,6690.2275292
"7131",NA,NA,8.215458556,0,155.33505555,6703.7644162
"7132",NA,NA,1162.652586,0,155.44424891,6706.3712038
"7133",60.34,20.3,128.3644134,0,130.62692832,6707.5343476
"7150",NA,NA,NA,0,NA,NA
"7200",60.16,19.88,40.16171243,0,105.14302828,6690.884861
"7201",60.15,19.72,1437.998219,0,96.113697798,6690.6925538
"7203",60.2,20.38,197.042598,0,133.24978238,6692.4399998
"7204",60.23,20.37,107.1300787,0,133.04578785,6695.1321331
"7206",60.27,20.78,165.4405622,0,156.11154323,6697.9219415
"7207",60.21,20.7,1001.657135,0,151.36813932,6691.1795858
"7208",60.25,20.4,2294.887426,0,134.81506015,6697.7321577
"7209",60.25,20.39,98.09724752,0,134.68070438,6697.6866911
"7210",60.34,20.29,1156.049894,0,130.25465765,6708.4233279
"7211",60.34,20.37,74.99261562,0,134.31254741,6707.3707602
"7410",60.37,19.79,345.7517591,0,102.76166556,6714.4996258
"8000",60.36,19.86,165.4296328,0,106.75304494,6713.1357462
"8001",60.37,19.87,5409.313034,0,107.19286734,6714.1526766
"8002",60.36,19.9,2775.381421,0,108.62944763,6712.5136188
"8004",60.34,19.93,91.82839332,0,110.05787727,6710.6336286
"8007",60.09,20.48,1415.402352,0,137.90262611,6679.2281239
"8008",60.09,20.49,74.35627522,0,137.9999148,6679.2004395
"8009",60.09,20.49,54.25289353,0,138.46965641,6679.193789
"8010",NA,NA,199.7309891,0,140.01046396,6672.8021189
"8011",NA,NA,43.58189471,0,140.8469514,6674.0964671
"8012",60.03,20.48,664.0164857,0,136.96480898,6673.1743323
"8013",60.05,20.48,3008.171728,0,137.32759441,6674.4787133
"8014",NA,NA,320.080692,0,133.03957268,6670.3758732
"8015",NA,NA,37.81199149,0,130.51661546,6670.8960151
"8016",NA,NA,170.0915704,0,130.00928274,6670.2277448
"8017",NA,NA,175.2300888,0,129.98339478,6670.2064729
"8018",NA,NA,129.0770316,0,130.0855235,6670.0437441
"8019",60.06,19.97,2423.641833,0,108.82435409,6678.4146963
"8022",60.22,20.31,99.20430435,0,129.64554484,6694.3253509
"8032",60.04,20.48,46.31372679,0,137.08254574,6674.0775768
"8301",60.08,20.53,1583.84696,0,140.21917478,6677.6642327
"8302",NA,NA,1047.609242,0,NA,NA
"8303",60.09,20.52,843.8887475,0,139.96632862,6679.0608676
"8400",60.08,20.06,658.9514607,0,114.15557743,6680.9016944
"8401",60.33,19.78,1985.308192,0,101.54680707,6709.5468623
"8402",60.33,19.78,190.3260885,0,101.63298897,6709.5474338
"8403",60.02,19.98,1096.907345,0,108.96786264,6674.1841843
"8500",60.31,19.78,241.8234671,0,101.7040384,6707.2974353
"8501",60.3,19.77,1833.99342,0,100.75338267,6706.9124225
"8502",60.33,19.84,2896.5841,0,105.3263915,6709.6325277
"8503",60.23,19.81,1091.971219,0,102.08130431,6698.8858248
"8506",60.22,20.2,548.1645248,0,123.57701527,6694.8744307
"8507",60.23,20.18,114.2477583,0,122.40897186,6696.4556081
"8508",60.09,20.54,600.6314195,0,141.25821469,6679.3918847
"8509",60.24,20.78,346.0939047,0,156.18408069,6694.5830086
"8510",60.24,20.79,554.9009054,0,156.2532101,6694.5531891
"8511",60.35,20,340.6900109,0,113.9507816,6710.5247
"8512",60.14,20.67,262.3215067,0,148.62586614,6683.6960338
"8513",60.14,20.66,161.2406604,0,148.12636653,6684.3749939
"8514",60.21,19.66,1020.408601,0,93.597990462,6697.2495229
"8515",60.09,20.47,160.2796125,0,137.43746125,6679.7336287
"8516",60.19,19.8,1499.977321,0,100.94825599,6693.9657774
"8517",NA,NA,113.84086,0,NA,NA
"8518",60.22,19.78,5160.875753,0,100.54913526,6697.9841187
"8520",60.2,19.59,4721.529937,0,89.620815318,6696.2804251
"8521",60.17,19.6,2997.416869,0,89.899277179,6693.8313715
"8522",60.17,19.6,2195.781946,0,89.77845499,6693.6236319
"8523",60.18,19.6,589.3387973,0,90.259884489,6694.6114843
"8524",60.18,19.6,6899.7959,0,90.071622044,6694.9806783
"8525",NA,NA,647.663544,0,NA,NA
"8526",60.2,19.52,503.6292881,0,85.814481931,6697.0165404
"8527",60.2,19.52,274.5923755,0,85.88502751,6696.9820491
"8528",60.17,19.52,278.5691696,0,85.802998922,6694.0772351
"8529",NA,NA,131.8829886,0,NA,NA
"8530",60.17,19.52,1983.627809,0,85.626244033,6693.9042078
"8531",60.17,19.52,650.3358597,0,85.662504179,6693.8251307
"8532",60.17,19.52,5679.885308,0,85.656357571,6693.7450278
"8533",60.21,19.52,3051.811964,0,85.899559159,6698.0275292
"8534",60.21,19.52,2755.446065,0,85.903112906,6697.919992
"8536",60.21,19.52,877.7299103,0,85.937229236,6697.7947682
"8537",60.16,19.54,1820.685449,0,86.228806738,6692.4710795
"8538",60.15,19.55,2886.089796,0,86.943143266,6691.815556
"8539",60.15,19.55,354.309524,0,86.911742009,6691.283734
"8540",60.15,19.57,2361.20141,0,87.903132892,6690.9852084
"8542",60.16,19.6,2265.640288,0,89.732272012,6691.7781154
"8543",60.12,20.68,240.0868693,0,149.18613201,6681.3356649
"8544",60.22,20.15,4102.16405,0,121.21177219,6695.836483
"8546",60.23,19.5,24133.46747,0,85.044481777,6701.1768576
"8547",59.99,20.15,7510.40986,0,118.07009218,6670.6586786
"8548",60.2,19.55,950.9741677,0,87.800438391,6697.3116587
"8549",NA,NA,25.89974496,0,NA,NA
"8550",60.28,20.1,358.0269857,0,118.69350858,6702.5435682
"8551",60.2,19.56,1058.417605,0,88.02596775,6697.2570017
"8554",60.23,20.04,1696.260542,0,114.82976767,6697.8514803
"8555",60.24,20.07,418.3137086,0,116.57471056,6698.3406436
"8556",60.14,20.65,211.7275632,0,147.72333817,6683.9524562
"8557",60.26,20.13,761.0686805,0,120.52189144,6699.9359961
"8558",59.98,20.19,1920.489222,0,120.23382285,6668.4956317
"8559",59.98,20.19,1199.214668,0,120.32616962,6668.4934309
"8560",60.04,20.1,659.4091281,0,115.98178338,6675.6526581
"8561",59.98,20.19,607.5545227,0,120.20102928,6668.8920378
"8562",59.98,20.19,681.0259863,0,120.38185677,6668.4851022
"8563",60.22,19.58,268.2515991,0,89.289268769,6698.7685846
"8564",60.21,19.58,299.3896921,0,89.414913981,6698.2855486
"8565",60.21,19.58,47.78926802,0,89.370163435,6698.3048031
"8566",60.21,19.58,921.1452689,0,89.245131677,6698.1795579
"8567",60.21,19.58,192.3069085,0,89.264427883,6698.2773508
"8568",60.31,19.76,187.7805002,0,100.23341714,6708.0621333
"8569",NA,NA,312.9310507,0,NA,NA
"8570",60.24,20.19,2394.510071,0,123.50605689,6697.2740281
"8571",60.24,20.19,1755.160565,0,123.55677137,6697.2545032
"8572",60.23,20.2,455.224781,0,123.65562993,6696.1571202
"8574",60.3,20,1428.119154,0,113.42030014,6705.1351282
"8575",60.06,20.17,322.4470026,0,119.90909573,6677.4657063
"8576",60.31,19.78,360.7934631,0,101.64021508,6707.3097427
"8577",60.17,19.75,619.6588301,0,97.970317465,6692.1786333
"8578",60.23,19.86,224.0742831,0,105.16258935,6698.3106995
"8579",60.11,19.79,1240.035123,0,99.923813258,6685.0466503
"8580",60.36,20.1,252.0583497,0,119.73304735,6711.1038583
"8581",60.14,20.67,137.5029126,0,148.65985026,6683.653148
"8583",60.27,20.25,164.6473225,0,126.86405978,6700.7505366
"8585",60.09,20.49,80.08512547,0,138.19522867,6679.130134
"8586",NA,NA,265.5074924,0,139.66695599,6675.8985074
"8587",60.14,20.26,209.1306297,0,125.99676871,6685.7858094
"8588",60.22,20.05,217.7556788,0,115.22417486,6696.0938498
"8589",60.19,19.8,1988.939952,0,101.27542855,6694.602569
"8590",60.24,20.12,707.2340592,0,119.57997627,6697.9051229
"8591",60.31,20,1132.602574,0,113.76103553,6706.6632435
"8592",60.1,20.51,337.2506112,0,139.56634734,6680.6795994
"8594",60.32,20.05,874.232747,0,116.8507133,6707.7518048
"8595",60.22,20.16,1188.666325,0,121.28145801,6695.9581814
"8596",60.25,20.19,328.3879637,0,123.22972843,6698.4732178
"8598",60.13,20.65,39.28655069,0,147.77699964,6682.8391579
"8599",60.31,19.61,35512.12531,0,92.118803827,6708.874258
"8600",60.3,19.61,3687.490519,0,91.916439915,6708.2602425
"8601",NA,NA,331.2527162,0,NA,NA
"9000",60.17,19.52,1960.861545,0,85.74511217,6693.8304906
"9001",60.19,19.59,815.0877494,0,89.731741525,6695.568105
"9002",60.15,19.57,2581.517452,0,87.970297862,6690.8558263
"9003",NA,NA,67.7259018,0,NA,NA
"9004",60.37,19.87,279.3890955,0,107.29565184,6714.1485514
"9005",60.36,19.91,676.3257561,0,109.24523621,6712.7390993
"9006",NA,NA,716.8034754,0,NA,NA
"9007",60.31,20.16,1726.176677,0,122.76300222,6705.4137023
"9008",60.24,20.01,346.9818276,0,113.53360534,6698.3426752
"9010",60.22,20.2,2235.237063,0,123.51312536,6694.7963856
"9011",60.23,20.17,800.7704592,0,122.10040176,6696.1428332
"9012",60.19,19.84,217.5751499,0,103.28169985,6693.6937302
"9013",60.22,19.86,1763.789977,0,104.62808754,6697.0941027
"9014",60.15,19.86,622.325046,0,104.22489537,6689.6408321
"9015",60.09,19.92,1135.232169,0,106.40949481,6682.2769231
"9016",60.12,20.29,668.9774812,0,127.45797965,6683.4801345
"9017",60.34,19.94,225.3888897,0,110.85603272,6709.6221054
"9018",60.33,19.77,215.1683973,0,101.3744572,6709.7535008
"9019",60.22,19.57,92.73207818,0,89.109796339,6698.9981906
"9020",60.31,19.97,130.2021055,0,112.04072684,6706.743498
"9021",60.18,19.83,622.032188,0,102.66663023,6693.5245022
"9022",60.11,20.51,44.82845433,0,139.42579578,6680.9086614
"9023",60.14,20.66,245.6252562,0,148.41736207,6684.2696458
"9024",60.01,20.18,315.9097295,0,120.18886927,6672.5658265
"9025",60.23,19.69,693.7436488,0,95.655247607,6699.7789116
"9026",60.24,20.07,3213.537857,0,116.97646911,6698.3626267
"9027",60.24,20.08,4255.032252,0,117.36654943,6698.1489751
"9028",60.1,20.53,2345.254581,0,140.41353691,6680.2643273
"9029",60.3,19.99,22266.52603,1,113.03719877,6705.7926381
"9030",60.23,19.81,20135.70887,1,102.11267491,6699.0878227
"9031",60.27,20.37,3622.384597,1,133.69375506,6699.5002091
"9033",60.24,20.78,330.0774827,0,155.99488586,6694.1365687
"9034",60.25,20.78,692.7690973,1,156.28413122,6695.6984175
"9035",60.25,20.79,265.5691641,0,156.43686205,6695.656616
"9036",60.09,20.02,307.2602631,0,112.24761276,6681.4980842
"9037",60.22,20.18,973.4355979,0,122.36623469,6695.7598682
"9038",60.23,19.82,901.9882767,0,102.61134755,6699.2161476
"9039",60.21,20.21,1005.47802,0,123.93801202,6694.186423
"9040",60.22,20.18,383.2478622,0,122.55002815,6695.9669005
"9041",60.1,20.26,1459.597486,1,125.86253316,6681.9645544
"9043",60.21,20.29,2864.812388,0,128.63839584,6693.523053
"9044",60.26,19.93,270.1993978,0,108.96641286,6701.1805849
"9045",60.25,19.91,95.1350441,0,108.10673208,6700.7431304
"9046",60.27,19.9,186.5547288,0,107.75876563,6702.1451347
"9047",60.25,19.89,127.0325848,0,NA,NA
"9048",60.25,19.89,161.2251823,0,106.83068327,6700.6082278
"9049",60.26,19.81,1969.736999,0,102.80691709,6702.2507385
"9050",60.3,19.84,3144.943019,0,104.94059403,6706.2851943
"9051",60.24,20.07,410.4777724,0,116.66817644,6698.3143005
"9052",60.31,19.84,2351.233159,0,104.94803984,6707.1306538
"9053",60.13,19.88,5151.626754,0,105.07218217,6687.277245
"9054",60.12,19.88,310.80754,0,104.50958383,6685.6867057
"9055",60.16,19.85,106.2004946,0,103.44178463,6690.3922682
"9056",60.3,20.13,69.39970014,0,120.69574022,6704.4458108
"9057",60.3,20.15,8888.014235,0,121.55001263,6704.0035082
"9058",60.22,20.19,67.81662691,0,123.07029333,6695.504059
"9060",60.18,19.98,3998.507674,0,111.36218762,6692.4154182
"9061",60.14,20.67,100.7192184,0,148.70061111,6683.7859828
"9062",60.02,20.12,596.8495805,0,116.89656707,6673.7856356
"9063",60.35,20,119.6245945,0,113.97471478,6711.3101653
"9064",60.22,20.18,2474.965508,0,122.42415936,6695.3767969
"9065",60.3,20.13,442.3571745,0,120.61827569,6704.3092636
"9066",60.07,20.17,6181.272435,0,120.10878346,6679.348115
"9067",60.15,20.25,1640.390475,0,125.47020473,6686.9143524
"9068",60.21,20.29,620.1358891,0,128.45367622,6694.0999298
"9069",60.22,19.56,385.4971531,0,88.43570244,6699.5230328
"9071",60.12,20.22,2472.524043,0,123.67633861,6684.4160684
"9072",60.24,20.17,82.88774341,0,122.51669709,6698.0722424
"9073",60.24,20.17,325.6054394,0,122.37445792,6697.9707938
"9075",60.09,20.02,507.0808521,0,112.25375578,6681.420618
"9076",60.23,19.82,901.9377824,0,102.83072705,6699.1554442
"9077",60.23,19.82,1436.194671,0,102.57214631,6698.8185256
"9078",60.28,20.08,5313.398719,0,117.75814255,6702.9490311
"9079",60.18,19.96,1903.588068,0,NA,NA
"9080",60.27,20.09,340.3048555,0,118.4035689,6701.7263127
"9081",60.26,19.96,4155.663881,0,110.92909429,6700.959291
"9083",60.05,19.97,651.9821035,0,109.00617926,6678.2486144
"9084",60.06,19.97,312.1679767,0,108.964012,6678.3709637
"9085",60.28,20.09,350.7496849,0,118.39613506,6702.7221941
"9086",60.04,20.18,67.4949439,0,120.52060651,6674.9318759
"9087",60.24,19.99,1764.489954,0,112.03318439,6698.232208
"9088",60.26,19.7,398.2812345,0,96.588460375,6702.5024779
"9089",60.11,20.51,503.8330134,0,139.49911959,6680.8996251
"9090",60.21,20.21,590.6960971,0,123.89072944,6694.1324205
"9091",60.28,20.1,1322.206077,0,118.87968447,6702.5303638
"9092",60.27,20.07,237.8407145,0,117.25875547,6701.9354456
"9093",60.4,19.77,276.8341002,0,102.15018344,6717.8755268
"9094",60.07,20.27,121.193835,0,125.64384572,6678.772659
"9095",60.18,19.98,98.10443396,0,111.29968412,6692.6770733
"9096",60.18,19.98,363.3070577,0,111.33725627,6692.5727567
"9097",60.18,19.98,504.8473388,0,111.29024221,6692.6319814
"9098",60.19,19.99,642.4220512,0,111.45225923,6692.7772431
"9099",60.21,19.66,398.3692225,0,93.950014286,6697.0823923
"9100",60.21,19.67,4638.835776,0,94.191913614,6696.9336059
"9101",60.33,19.78,3208.407028,0,101.67486682,6709.7319527
"9102",60.23,20.18,139.0366336,0,122.48269215,6696.084815
"9103",60.33,19.91,304.3559901,0,109.08103902,6708.6566636
"9104",60.24,19.63,1683.273262,0,92.613652374,6701.4707999
"9105",60.24,19.64,1304.331758,0,93.010242621,6701.1394869
"9106",60.31,20.16,504.6042431,0,122.70420692,6705.4346121
"9107",60.2,20.7,916.1609677,0,150.85144427,6690.2686487
